image_id,unetpp_prnu_illum_iou,unetpp_prnu_freq_iou,unetpp_freq_illum_iou,unetpp_all_iou,diff_prnu_illum_iou,diff_prnu_freq_iou,diff_freq_illum_iou,notes
412,0.931222,0,0.887551,0.930055,-0.001167,0.930055,0.042504,
413,0.962165,0.965254,0.931517,0.929442,-0.032723,-0.035812,-0.002075,
414,0.93252,0.93645,0.914114,0.947189,0.014669,0.010739,0.033075,
415,0.956755,0.938481,0.897895,0.932641,-0.024114,-0.00584,0.034746,
416,0.934718,0.892341,0.896561,0.899208,-0.03551,0.006867,0.002647,
417,0.97313,0.970076,0.957401,0.968356,-0.004774,-0.00172,0.010955,
418,0.971104,0.952332,0.953494,0.957447,-0.013657,0.005115,0.003953,
419,0.950213,0.899214,0.90595,0.911672,-0.038541,0.012458,0.005722,
420,0.96221,0.971649,0.911181,0.95437,-0.00784,-0.017279,0.043189,
421,0.906296,0.911809,0.935532,0.915244,0.008948,0.003435,-0.020288,
422,0.905877,0.925054,0.774274,0.927751,0.021874,0.002697,0.153477,
423,0.897965,0.920775,0.925292,0.911055,0.01309,-0.00972,-0.014237,
424,0.955075,0.961251,0.947802,0.966307,0.011232,0.005056,0.018505,
425,0.922898,0.910368,0.948406,0.921427,-0.001471,0.011059,-0.026979,
426,0.927427,0.917233,0.882851,0.925726,-0.001701,0.008493,0.042875,
427,0.963782,0.966193,0.919689,0.956307,-0.007475,-0.009886,0.036618,
428,0.951082,0.950533,0.93972,0.925703,-0.025379,-0.02483,-0.014017,
429,0.941008,0.942702,0.921274,0.935906,-0.005102,-0.006796,0.014632,
430,0.959686,0.938009,0.951148,0.950557,-0.009129,0.012548,-0.000591,
431,0.972855,0.953704,0.945385,0.96149,-0.011365,0.007786,0.016105,
432,0.805472,0.832641,0.859766,0.797267,-0.008205,-0.035374,-0.062499,
433,0.948996,0.941286,0.942594,0.956536,0.00754,0.01525,0.013942,
434,0.924138,0.917328,0.919703,0.887141,-0.036997,-0.030187,-0.032562,
435,0.905762,0.88429,0.916769,0.904139,-0.001623,0.019849,-0.01263,
436,0.975021,0.956148,0.954328,0.954746,-0.020275,-0.001402,0.000418,
437,0.913164,0.871917,0.905158,0.923592,0.010428,0.051675,0.018434,
438,0.87334,0.896284,0.925095,0.886603,0.013263,-0.009681,-0.038492,
439,0.96821,0.955556,0.899107,0.950593,-0.017617,-0.004963,0.051486,
440,0.947298,0.945254,0.921311,0.947128,-0.00017,0.001874,0.025817,
441,0.967819,0.944674,0.946116,0.942582,-0.025237,-0.002092,-0.003534,
442,0.95826,0.949457,0.972723,0.956055,-0.002205,0.006598,-0.016668,
443,0.859746,0.940993,0.944927,0.929059,0.069313,-0.011934,-0.015868,
444,0.943565,0.961084,0.966828,0.929095,-0.01447,-0.031989,-0.037733,
445,0.895244,0.914587,0.913989,0.919857,0.024613,0.00527,0.005868,
446,0.88561,0.910223,0.877515,0.91602,0.03041,0.005797,0.038505,
447,0.928842,0.92644,0.949443,0.926541,-0.002301,0.000101,-0.022902,
448,0.94285,0.937453,0.870607,0.96245,0.0196,0.024997,0.091843,
449,0.963535,0.963096,0.933397,0.975927,0.012392,0.012831,0.04253,
450,0.959521,0.869189,0.934692,0.949495,-0.010026,0.080306,0.014803,
451,0.969533,0.965483,0.950261,0.96343,-0.006103,-0.002053,0.013169,
452,0.956754,0.965783,0.975819,0.974165,0.017411,0.008382,-0.001654,
453,0.934736,0.930645,0.919334,0.93658,0.001844,0.005935,0.017246,
454,0.955894,0.924617,0.937888,0.940776,-0.015118,0.016159,0.002888,
455,0.953329,0.946501,0.927325,0.942278,-0.011051,-0.004223,0.014953,
456,0.939601,0.958154,0.961117,0.972363,0.032762,0.014209,0.011246,
457,0.950023,0.941488,0.955382,0.941946,-0.008077,0.000458,-0.013436,
458,0.953837,0.902713,0.934457,0.952019,-0.001818,0.049306,0.017562,
459,0.934399,0.900048,0.889178,0.889472,-0.044927,-0.010576,0.000294,
460,0.965572,0.915444,0.905236,0.95706,-0.008512,0.041616,0.051824,
461,0.92932,0.926218,0.940508,0.921689,-0.007631,-0.004529,-0.018819,
462,0.969967,0.969403,0.945468,0.961993,-0.007974,-0.00741,0.016525,
463,0.914547,0.923954,0.913251,0.936453,0.021906,0.012499,0.023202,
464,0.964494,0.941382,0.936605,0.933139,-0.031355,-0.008243,-0.003466,
465,0.964706,0.96378,0.841709,0.959055,-0.005651,-0.004725,0.117346,
466,0.919897,0.872109,0.929163,0.907692,-0.012205,0.035583,-0.021471,
467,0.950942,0.965678,0.904933,0.950158,-0.000784,-0.01552,0.045225,
468,0.915984,0.873077,0.882876,0.871521,-0.044463,-0.001556,-0.011355,
469,0.957581,0.966735,0.924457,0.973051,0.01547,0.006316,0.048594,
470,0.927385,0.927855,0.922553,0.925645,-0.00174,-0.00221,0.003092,
471,0.94181,0.922118,0.943564,0.941906,0.000096,0.019788,-0.001658,
472,0.923093,0.872617,0.927619,0.923012,-0.000081,0.050395,-0.004607,
473,0.864776,0.872667,0.807058,0.872093,0.007317,-0.000574,0.065035,
474,0.963046,0.952077,0.922701,0.932187,-0.030859,-0.01989,0.009486,
475,0.971984,0.950815,0.955618,0.969948,-0.002036,0.019133,0.01433,
476,0.96384,0.905438,0.806697,0.924979,-0.038861,0.019541,0.118282,
477,0.949953,0.950603,0.905354,0.928004,-0.021949,-0.022599,0.02265,
478,0.94572,0.928616,0.859172,0.921287,-0.024433,-0.007329,0.062115,
479,0.958923,0.96833,0.927717,0.971317,0.012394,0.002987,0.0436,
480,1,1,1,1,0,0,0,
481,1,1,1,1,0,0,0,
482,1,1,1,1,0,0,0,
483,1,1,1,1,0,0,0,
484,1,1,1,1,0,0,0,
485,1,1,1,1,0,0,0,
486,1,1,1,1,0,0,0,
487,1,1,1,1,0,0,0,
488,1,1,1,1,0,0,0,
489,1,1,1,1,0,0,0,
490,1,1,1,1,0,0,0,
491,1,1,1,1,0,0,0,
492,1,1,1,1,0,0,0,
493,1,1,1,1,0,0,0,
494,1,1,1,1,0,0,0,
495,1,1,1,1,0,0,0,
496,1,1,1,1,0,0,0,
497,1,1,1,1,0,0,0,
498,1,1,1,1,0,0,0,
499,1,1,1,1,0,0,0,
500,1,1,1,1,0,0,0,
501,1,1,1,1,0,0,0,
502,1,1,1,1,0,0,0,
503,1,1,1,1,0,0,0,
504,1,1,1,1,0,0,0,
505,1,1,1,1,0,0,0,
506,1,1,1,1,0,0,0,
507,1,1,1,1,0,0,0,
508,1,1,1,1,0,0,0,
509,1,1,1,1,0,0,0,
510,1,1,1,1,0,0,0,
511,1,1,1,1,0,0,0,
512,1,1,1,1,0,0,0,
513,1,1,1,1,0,0,0,
514,1,1,1,1,0,0,0,
515,1,1,1,1,0,0,0,
516,1,1,1,1,0,0,0,
517,1,1,1,1,0,0,0,
518,1,1,1,1,0,0,0,
519,1,1,1,1,0,0,0,
520,1,1,1,1,0,0,0,
521,1,1,1,1,0,0,0,
522,1,1,1,1,0,0,0,
523,1,1,1,1,0,0,0,
524,1,1,1,1,0,0,0,
525,1,1,1,1,0,0,0,
526,1,1,1,1,0,0,0,
527,1,1,1,1,0,0,0,
528,1,1,1,1,0,0,0,
529,1,1,1,1,0,0,0,
530,1,1,1,1,0,0,0,
531,1,1,1,1,0,0,0,
532,1,1,1,1,0,0,0,
533,1,1,1,1,0,0,0,
534,1,1,1,1,0,0,0,
535,1,1,1,1,0,0,0,
536,1,1,1,1,0,0,0,
537,1,1,1,1,0,0,0,
538,1,1,1,1,0,0,0,
539,1,1,1,1,0,0,0,
540,1,1,1,1,0,0,0,
541,1,1,1,1,0,0,0,
542,1,1,1,1,0,0,0,
543,1,1,1,1,0,0,0,
544,1,1,1,1,0,0,0,
545,1,1,1,1,0,0,0,
546,1,1,1,1,0,0,0,
547,1,1,1,1,0,0,0,
548,1,1,1,1,0,0,0,
549,1,1,1,1,0,0,0,
550,1,1,1,1,0,0,0,
551,1,1,1,1,0,0,0,
552,1,1,1,1,0,0,0,
553,1,1,1,1,0,0,0,
554,1,1,1,1,0,0,0,
555,1,1,1,1,0,0,0,
556,1,1,1,1,0,0,0,
557,1,1,1,1,0,0,0,
558,1,1,1,1,0,0,0,
559,1,1,1,1,0,0,0,
560,1,1,1,1,0,0,0,
561,1,1,1,1,0,0,0,
562,1,1,1,1,0,0,0,
563,1,1,1,1,0,0,0,
564,1,1,1,1,0,0,0,
565,1,1,1,1,0,0,0,
566,1,1,1,1,0,0,0,
567,1,1,1,1,0,0,0,
568,1,1,1,1,0,0,0,
569,1,1,1,1,0,0,0,
570,1,1,1,1,0,0,0,
571,1,1,1,1,0,0,0,
572,1,1,1,1,0,0,0,
573,1,1,1,1,0,0,0,
574,1,1,1,1,0,0,0,
575,1,1,1,1,0,0,0,
576,1,1,1,1,0,0,0,
577,1,1,1,1,0,0,0,
578,1,1,1,1,0,0,0,
579,1,1,1,1,0,0,0,
580,1,1,1,1,0,0,0,
581,1,1,1,1,0,0,0,
582,1,1,1,1,0,0,0,
583,1,1,1,1,0,0,0,
584,1,1,1,1,0,0,0,
585,1,1,1,1,0,0,0,
586,1,1,1,1,0,0,0,
587,1,1,1,1,0,0,0,
588,1,1,1,1,0,0,0,
589,1,1,1,1,0,0,0,
590,1,1,1,1,0,0,0,
591,1,1,1,1,0,0,0,
592,1,1,1,1,0,0,0,
593,1,1,1,1,0,0,0,
594,1,1,1,1,0,0,0,
595,1,1,1,1,0,0,0,
596,1,1,1,1,0,0,0,
597,1,1,1,1,0,0,0,
598,1,1,1,1,0,0,0,
599,1,1,1,1,0,0,0,
600,1,1,1,1,0,0,0,
601,1,1,1,1,0,0,0,
602,1,1,1,1,0,0,0,
603,1,1,1,1,0,0,0,
604,1,1,1,1,0,0,0,
605,0,1,1,1,1,0,0,
606,1,1,1,1,0,0,0,
607,1,1,1,1,0,0,0,
608,1,1,1,1,0,0,0,
609,1,1,1,1,0,0,0,
610,1,1,1,1,0,0,0,
611,1,1,1,1,0,0,0,
612,1,1,1,1,0,0,0,
613,1,1,1,1,0,0,0,
614,1,1,1,1,0,0,0,
615,1,1,1,1,0,0,0,
616,1,1,1,1,0,0,0,
617,1,1,1,1,0,0,0,
618,1,1,1,1,0,0,0,
619,1,1,1,1,0,0,0,
620,1,1,1,1,0,0,0,
621,1,1,1,1,0,0,0,
622,1,1,1,1,0,0,0,
623,1,1,1,1,0,0,0,
624,1,1,1,1,0,0,0,
625,1,1,1,1,0,0,0,
626,1,1,1,1,0,0,0,
627,1,1,1,1,0,0,0,
628,1,1,1,1,0,0,0,
629,1,1,1,1,0,0,0,
630,1,1,1,1,0,0,0,
631,1,1,1,1,0,0,0,
632,1,1,1,1,0,0,0,
633,1,1,1,1,0,0,0,
634,1,1,1,1,0,0,0,
635,1,1,1,1,0,0,0,
636,1,1,1,1,0,0,0,
637,1,1,1,1,0,0,0,
638,1,1,1,1,0,0,0,
639,1,1,1,1,0,0,0,
640,1,1,1,1,0,0,0,
641,1,1,1,1,0,0,0,
642,1,1,1,1,0,0,0,
643,1,1,1,1,0,0,0,
644,1,1,1,1,0,0,0,
645,1,1,1,1,0,0,0,
646,1,1,1,1,0,0,0,
647,1,1,1,1,0,0,0,
648,1,1,1,1,0,0,0,
649,1,1,1,1,0,0,0,
650,1,1,1,1,0,0,0,
651,1,1,1,1,0,0,0,
652,1,1,1,1,0,0,0,
653,1,1,1,1,0,0,0,
654,1,1,1,1,0,0,0,
655,1,1,1,1,0,0,0,
656,1,1,1,1,0,0,0,
657,1,1,1,1,0,0,0,
658,1,1,1,1,0,0,0,
659,1,1,1,1,0,0,0,
660,1,1,1,1,0,0,0,
661,1,1,1,1,0,0,0,
662,1,1,1,1,0,0,0,
663,1,1,1,1,0,0,0,
664,1,1,1,1,0,0,0,
665,1,1,1,1,0,0,0,
666,1,1,1,1,0,0,0,
667,1,1,1,1,0,0,0,
668,1,1,1,1,0,0,0,
669,1,1,1,1,0,0,0,
670,1,1,1,1,0,0,0,
671,1,1,1,1,0,0,0,
672,1,1,1,1,0,0,0,
673,1,1,1,1,0,0,0,
674,1,1,1,1,0,0,0,
675,1,1,1,1,0,0,0,
676,1,1,1,1,0,0,0,
677,1,1,1,1,0,0,0,
678,1,1,1,1,0,0,0,
679,1,1,1,1,0,0,0,
680,1,0,1,1,0,1,0,
681,1,1,1,1,0,0,0,
682,1,1,1,1,0,0,0,
683,1,1,1,1,0,0,0,
684,1,1,1,1,0,0,0,
685,1,1,1,1,0,0,0,
686,1,1,1,1,0,0,0,
687,1,1,1,1,0,0,0,
688,1,1,1,1,0,0,0,
689,1,1,1,1,0,0,0,
690,1,1,1,1,0,0,0,
691,1,1,1,1,0,0,0,
692,1,1,1,1,0,0,0,
693,1,1,1,1,0,0,0,
694,1,1,1,1,0,0,0,
695,1,1,1,1,0,0,0,
696,1,1,1,1,0,0,0,
697,1,1,1,1,0,0,0,
698,1,1,1,1,0,0,0,
699,1,1,1,1,0,0,0,
700,1,1,1,1,0,0,0,
701,1,1,1,1,0,0,0,
702,1,1,1,1,0,0,0,
703,1,1,1,1,0,0,0,
704,1,1,1,1,0,0,0,
705,1,1,1,1,0,0,0,
706,1,1,1,1,0,0,0,
707,1,1,1,1,0,0,0,
708,1,1,1,1,0,0,0,
709,1,1,1,1,0,0,0,
710,1,1,1,1,0,0,0,
711,1,1,1,1,0,0,0,
712,1,1,1,1,0,0,0,
713,1,1,1,1,0,0,0,
714,1,1,1,1,0,0,0,
715,1,1,1,1,0,0,0,
716,1,1,1,1,0,0,0,
717,1,1,1,1,0,0,0,
718,1,1,1,1,0,0,0,
719,1,1,1,1,0,0,0,
720,1,1,1,1,0,0,0,
721,1,1,1,1,0,0,0,
722,1,1,1,1,0,0,0,
723,1,1,1,1,0,0,0,
724,1,1,1,1,0,0,0,
725,1,1,1,1,0,0,0,
726,1,1,1,1,0,0,0,
727,1,1,1,1,0,0,0,
728,1,1,1,1,0,0,0,
729,1,1,1,1,0,0,0,
730,1,1,1,1,0,0,0,
731,1,1,1,1,0,0,0,
732,1,1,1,1,0,0,0,
733,1,1,1,1,0,0,0,
734,1,1,1,1,0,0,0,
735,1,1,1,1,0,0,0,
736,1,1,1,1,0,0,0,
737,1,1,1,1,0,0,0,
738,1,1,1,1,0,0,0,
739,1,1,1,1,0,0,0,
740,1,1,1,1,0,0,0,
741,1,1,1,1,0,0,0,
742,1,1,1,1,0,0,0,
743,1,1,1,1,0,0,0,
744,1,1,1,1,0,0,0,
745,1,1,1,1,0,0,0,
746,1,1,1,1,0,0,0,
747,1,1,1,1,0,0,0,
748,1,1,1,1,0,0,0,
749,1,1,1,1,0,0,0,
750,1,1,1,1,0,0,0,
751,1,1,1,1,0,0,0,
752,1,1,1,1,0,0,0,
753,1,1,1,1,0,0,0,
754,1,1,1,1,0,0,0,
755,1,1,1,1,0,0,0,
756,1,1,1,1,0,0,0,
757,1,1,1,1,0,0,0,
758,1,1,1,1,0,0,0,
759,1,1,1,1,0,0,0,
760,1,1,1,1,0,0,0,
761,1,1,1,1,0,0,0,
762,1,1,1,1,0,0,0,
763,1,1,1,1,0,0,0,
764,1,1,1,1,0,0,0,
765,1,1,1,1,0,0,0,
766,1,1,1,1,0,0,0,
767,1,1,1,1,0,0,0,
768,1,1,1,1,0,0,0,
769,1,1,1,1,0,0,0,
770,0,1,1,1,1,0,0,
771,1,1,1,1,0,0,0,
772,1,1,1,1,0,0,0,
773,1,1,1,1,0,0,0,
774,1,1,1,1,0,0,0,
775,1,1,1,1,0,0,0,
776,1,1,1,1,0,0,0,
777,1,1,1,1,0,0,0,
778,1,1,1,1,0,0,0,
779,1,1,1,1,0,0,0,
780,1,1,1,1,0,0,0,
781,1,1,1,1,0,0,0,
782,1,1,1,1,0,0,0,
783,1,1,1,1,0,0,0,
784,1,1,1,1,0,0,0,
785,1,1,1,1,0,0,0,
786,1,1,1,1,0,0,0,
787,1,1,1,1,0,0,0,
788,1,1,1,1,0,0,0,
789,1,1,1,1,0,0,0,
790,1,1,1,1,0,0,0,
791,1,1,1,1,0,0,0,
792,1,1,1,1,0,0,0,
793,0,1,1,1,1,0,0,
794,1,1,1,1,0,0,0,
795,1,1,1,1,0,0,0,
796,1,1,1,1,0,0,0,
797,1,1,1,1,0,0,0,
798,1,1,1,1,0,0,0,
799,1,1,1,1,0,0,0,
800,1,1,1,1,0,0,0,
801,1,1,1,1,0,0,0,
802,1,1,1,1,0,0,0,
803,1,1,1,1,0,0,0,
804,1,1,1,1,0,0,0,
805,1,1,1,1,0,0,0,
806,1,1,1,1,0,0,0,
807,1,1,1,1,0,0,0,
808,1,1,1,1,0,0,0,
809,1,1,1,1,0,0,0,
810,1,1,1,1,0,0,0,
811,1,1,1,1,0,0,0,
812,1,1,1,1,0,0,0,
813,1,1,1,1,0,0,0,
814,1,1,1,1,0,0,0,
815,1,1,1,1,0,0,0,
816,1,1,1,1,0,0,0,
817,1,1,1,1,0,0,0,
818,1,1,1,1,0,0,0,
819,1,1,1,1,0,0,0,
820,1,1,1,1,0,0,0,
821,1,1,1,1,0,0,0,
822,1,1,1,1,0,0,0,
823,1,1,1,1,0,0,0,
824,0,1,1,1,1,0,0,
825,1,1,1,1,0,0,0,
826,1,1,1,1,0,0,0,
827,1,1,1,1,0,0,0,
828,1,1,1,1,0,0,0,
829,1,1,1,1,0,0,0,
830,1,1,1,1,0,0,0,
831,1,1,1,1,0,0,0,
832,1,1,1,1,0,0,0,
833,1,1,1,1,0,0,0,
834,1,1,1,1,0,0,0,
835,1,1,1,1,0,0,0,
836,1,1,1,1,0,0,0,
837,1,1,1,1,0,0,0,
838,1,1,1,1,0,0,0,
839,1,1,1,1,0,0,0,
840,1,1,1,1,0,0,0,
841,1,1,1,1,0,0,0,
842,1,1,1,1,0,0,0,
843,1,1,1,1,0,0,0,
844,1,1,1,1,0,0,0,
845,1,1,1,1,0,0,0,
846,1,1,1,1,0,0,0,
847,1,1,1,1,0,0,0,
848,1,1,1,1,0,0,0,
849,1,1,1,1,0,0,0,
850,1,1,1,1,0,0,0,
851,1,1,1,1,0,0,0,
852,1,1,1,1,0,0,0,
853,1,1,1,1,0,0,0,
854,1,1,1,1,0,0,0,
855,1,1,1,1,0,0,0,
856,1,1,1,1,0,0,0,
857,1,1,1,1,0,0,0,
858,1,1,1,1,0,0,0,
859,1,1,1,1,0,0,0,
860,1,1,1,1,0,0,0,
861,1,1,1,1,0,0,0,
862,1,1,1,1,0,0,0,
863,1,1,1,1,0,0,0,
864,1,1,1,1,0,0,0,
865,1,1,1,1,0,0,0,
866,1,1,1,1,0,0,0,
867,1,1,1,1,0,0,0,
868,1,1,1,1,0,0,0,
869,1,1,1,1,0,0,0,
870,1,1,1,1,0,0,0,
871,1,1,1,1,0,0,0,
872,1,1,1,1,0,0,0,
873,1,1,1,1,0,0,0,
874,1,1,1,1,0,0,0,
875,1,1,1,1,0,0,0,
876,1,1,1,1,0,0,0,
877,1,1,1,1,0,0,0,
878,1,1,1,1,0,0,0,
879,1,1,1,1,0,0,0,
880,1,1,1,1,0,0,0,
881,1,1,1,1,0,0,0,
882,1,1,1,1,0,0,0,
883,1,1,1,1,0,0,0,
884,1,1,1,1,0,0,0,
885,1,1,1,1,0,0,0,
886,1,1,1,1,0,0,0,
887,1,1,1,1,0,0,0,
888,1,1,1,1,0,0,0,
889,1,1,1,1,0,0,0,
890,1,1,1,1,0,0,0,
891,1,1,1,1,0,0,0,
892,1,1,1,1,0,0,0,
893,1,1,1,1,0,0,0,
894,1,1,1,1,0,0,0,
895,1,1,1,1,0,0,0,
896,1,1,1,1,0,0,0,
897,1,1,1,1,0,0,0,
898,1,1,1,1,0,0,0,
899,1,1,1,1,0,0,0,
900,1,1,1,1,0,0,0,
901,1,1,1,1,0,0,0,
902,1,1,1,1,0,0,0,
903,1,1,1,1,0,0,0,
904,1,1,1,1,0,0,0,
905,1,1,1,1,0,0,0,
906,1,1,1,1,0,0,0,
907,1,1,1,1,0,0,0,
908,1,1,1,1,0,0,0,
909,1,1,1,1,0,0,0,
910,1,1,1,1,0,0,0,
911,1,1,1,1,0,0,0,
912,1,1,1,1,0,0,0,
913,1,1,1,1,0,0,0,
914,1,1,1,1,0,0,0,
915,1,1,1,1,0,0,0,
916,1,1,1,1,0,0,0,
917,1,1,1,1,0,0,0,
918,1,1,1,1,0,0,0,
919,1,1,1,1,0,0,0,
920,1,1,1,1,0,0,0,
921,1,1,1,1,0,0,0,
922,1,1,1,1,0,0,0,
923,1,1,1,1,0,0,0,
924,1,1,1,1,0,0,0,
925,1,1,1,1,0,0,0,
926,1,1,1,1,0,0,0,
927,1,1,1,1,0,0,0,
928,1,1,1,1,0,0,0,
929,1,1,1,1,0,0,0,
930,1,1,1,1,0,0,0,
931,1,1,1,1,0,0,0,
932,1,1,1,1,0,0,0,
933,1,1,1,1,0,0,0,
934,1,1,1,1,0,0,0,
935,1,1,1,1,0,0,0,
936,1,1,1,1,0,0,0,
937,1,1,1,1,0,0,0,
938,1,1,1,1,0,0,0,
939,1,1,1,1,0,0,0,
940,1,1,1,1,0,0,0,
941,1,1,1,1,0,0,0,
942,1,1,1,1,0,0,0,
943,1,1,1,1,0,0,0,
944,1,1,1,1,0,0,0,
945,1,1,1,1,0,0,0,
946,1,1,1,1,0,0,0,
947,1,1,1,1,0,0,0,
948,1,1,1,1,0,0,0,
949,1,1,1,1,0,0,0,
950,1,1,1,1,0,0,0,
951,1,1,1,1,0,0,0,
952,1,1,1,1,0,0,0,
953,1,1,1,0,-1,-1,-1,
954,1,1,1,1,0,0,0,
955,1,1,1,1,0,0,0,
956,1,1,1,1,0,0,0,
957,1,1,1,1,0,0,0,
958,1,1,1,1,0,0,0,
959,1,1,1,1,0,0,0,