image_id,attenunet_prnu_illum_iou,attenunet_prnu_illum_dice,attenunet_prnu_illum_bf_score,attenunet_prnu_freq_iou,attenunet_prnu_freq_dice,attenunet_prnu_freq_bf_score,attenunet_freq_illum_iou,attenunet_freq_illum_dice,attenunet_freq_illum_bf_score,attenunet_all_iou,attenunet_all_dice,attenunet_all_bf_score,notes
319,0.953959,0.976437,1,0.935807,0.966839,1,0.958904,0.979021,1,0.947095,0.972829,1,
320,0.95258,0.975714,0.969563,0.945446,0.971958,0.866422,0.929437,0.963428,0.935258,0.935462,0.966655,0.826702,
321,0.952747,0.975802,0.944911,0.951921,0.975368,0.995454,0.872933,0.932156,0.599518,0.956989,0.978022,1,
322,0.853632,0.921037,0.552491,0.873525,0.932493,0.714028,0.910218,0.952999,0.80414,0.829801,0.906985,0.468376,
323,0.930444,0.963969,0.875248,0.958819,0.978977,0.996031,0.885363,0.939196,0.781802,0.901529,0.948215,0.805916,
324,0.931999,0.964803,0.995381,0.946309,0.972414,0.951975,0.925926,0.961538,0.971785,0.927763,0.962528,0.976905,
325,0.926222,0.961698,0.808989,0.920639,0.95868,0.954767,0.759847,0.863538,0.308198,0.956147,0.977582,1,
326,0.936193,0.967045,0.982679,0.963178,0.981244,1,0.948911,0.973786,0.97497,0.948542,0.973591,0.984923,
327,0.963716,0.981523,1,0.955525,0.977257,0.995037,0.963225,0.981268,1,0.96452,0.981939,1,
328,0.958488,0.978804,1,0.978364,0.989064,1,0.92472,0.960888,0.810111,0.951129,0.974952,1,
329,0.949319,0.974001,0.970222,0.95156,0.975179,1,0.913485,0.954787,0.854636,0.949283,0.973982,1,
330,0.973621,0.986634,1,0.964181,0.981764,1,0.919027,0.957805,0.84438,0.953867,0.976389,1,
331,0.904831,0.950038,0.936713,0.931009,0.964272,0.885353,0.902697,0.94886,0.854869,0.908481,0.952046,0.902571,
332,0.947695,0.973145,0.909214,0.952078,0.975451,1,0.930175,0.963824,0.966662,0.901503,0.948201,0.851801,
333,0.955361,0.977171,1,0.939888,0.969013,0.88894,0.920234,0.95846,0.927051,0.949865,0.974288,1,
334,0.901612,0.94826,0.816068,0.935354,0.966598,1,0.96031,0.979753,1,0.911573,0.953741,0.870006,
335,0.94866,0.973654,0.984097,0.945232,0.971845,1,0.940415,0.969292,0.950896,0.914268,0.955214,0.86819,
336,0.929163,0.963281,0.934634,0.952941,0.975904,1,0.916667,0.956522,0.832891,0.952965,0.975916,1,
337,0.934882,0.966345,0.947771,0.937268,0.967618,0.994737,0.943408,0.97088,0.984169,0.935413,0.966629,0.978836,
338,0.951767,0.975287,1,0.92381,0.960396,0.919091,0.928535,0.962943,0.844223,0.93266,0.965157,0.990403,
339,0.949457,0.974073,1,0.964629,0.981996,1,0.93025,0.963865,1,0.972669,0.986145,1,
340,0.956468,0.97775,0.995316,0.963351,0.981333,0.995316,0.955969,0.977489,1,0.959067,0.979106,1,
341,0.888965,0.941219,0.776832,0.930868,0.964196,0.829493,0.858352,0.923778,0.578279,0.943151,0.970744,0.934967,
342,0.934937,0.966375,0.872356,0.949787,0.974247,0.897417,0.804813,0.891852,0.333229,0.924768,0.960913,0.815128,
343,0.957742,0.978415,1,0.965744,0.982574,1,0.961001,0.980113,1,0.955012,0.976988,1,
344,0.969538,0.984533,1,0.973495,0.98657,1,0.948041,0.973328,1,0.956894,0.977972,1,
345,0.933666,0.965695,0.981978,0.918374,0.95745,0.987159,0.855453,0.922096,0.685536,0.878906,0.935551,0.833989,
346,0.967039,0.983243,1,0.945241,0.97185,1,0.936955,0.967452,0.930966,0.959481,0.979322,1,
347,0.954671,0.97681,0.987151,0.933388,0.965547,0.944726,0.940118,0.969135,0.853744,0.930943,0.964237,0.917207,
348,0.915415,0.95584,0.842591,0.919115,0.957853,0.968141,0.873916,0.932716,0.845332,0.946738,0.97264,0.925926,
349,0.912924,0.95448,1,0.923202,0.960067,0.946026,0.846978,0.91715,0.523299,0.89989,0.947308,0.965243,
350,0.942865,0.970592,0.995037,0.931735,0.964661,0.970588,0.921554,0.959176,0.878998,0.96191,0.980585,1,
351,0.956132,0.977574,1,0.970431,0.984994,1,0.897609,0.946042,0.763678,0.957457,0.978266,1,
352,0.948209,0.973416,1,0.970155,0.984852,1,0.930144,0.963808,1,0.952196,0.975513,1,
353,0.947814,0.973208,0.973134,0.9171,0.956757,0.816125,0.9488,0.973727,0.964204,0.946852,0.972701,0.982183,
354,0.971791,0.985694,1,0.979798,0.989796,1,0.955368,0.977175,0.958427,0.967386,0.983423,1,
355,0.931602,0.96459,0.977477,0.923204,0.960069,0.80369,0.913464,0.954775,0.921934,0.894285,0.944193,0.744347,
356,0.943653,0.97101,0.921775,0.948822,0.973739,0.900235,0.938822,0.968446,0.974193,0.950922,0.974843,1,
357,0.958142,0.978624,1,0.914203,0.955179,0.84884,0.945168,0.971811,1,0.933793,0.965763,0.959183,
358,0.947881,0.973243,0.957305,0.962114,0.980691,1,0.911667,0.953793,0.968407,0.928396,0.962869,0.962953,
359,0.907032,0.95125,0.791695,0.87616,0.933993,0.66674,0.87982,0.936069,0.735334,0.89251,0.943202,0.784355,
360,0.973808,0.98673,1,0.94287,0.970595,0.937417,0.946095,0.972301,1,0.939136,0.968613,0.954833,
361,0.944361,0.971385,1,0.961051,0.980139,1,0.92229,0.959574,0.935752,0.950448,0.974594,1,
362,0.958624,0.978875,1,0.976158,0.987935,1,0.934612,0.966201,0.943336,0.966358,0.982891,1,
363,0.85073,0.919345,0.641137,0.874713,0.93317,0.687442,0.796636,0.886809,0.534437,0.857304,0.92317,0.64033,
364,0.954105,0.976514,1,0.951001,0.974885,1,0.937772,0.967887,0.966741,0.949231,0.973954,0.976127,
365,0.953335,0.97611,1,0.915418,0.955841,0.808106,0.934943,0.966378,1,0.949787,0.974247,1,
366,0.946179,0.972345,0.990243,0.978098,0.988928,1,0.94307,0.970701,1,0.969632,0.984582,1,
367,0.942779,0.970547,1,0.95633,0.977678,1,0.910402,0.9531,0.977825,0.954015,0.976466,1,
368,0.968404,0.983948,1,0.965237,0.982311,1,0.929306,0.963358,0.994776,0.957646,0.978365,1,
369,0.946532,0.972532,0.994987,0.960057,0.979622,1,0.918858,0.957713,0.929992,0.962297,0.980786,1,
370,0.938447,0.968246,0.99074,0.955858,0.977431,1,0.917378,0.956909,0.922196,0.925891,0.961519,0.869807,
371,0.961184,0.980208,1,0.980596,0.990203,1,0.936881,0.967412,0.924623,0.95874,0.978935,1,
372,0.923677,0.960325,0.945369,0.925731,0.961433,0.903292,0.905508,0.950411,0.731612,0.944614,0.971518,0.976005,
373,0.959231,0.979192,1,0.961949,0.980606,0.980951,0.914731,0.955467,0.802466,0.942894,0.970608,0.900374,
374,0.793495,0.884859,0.523502,0.879391,0.935826,0.706544,0.945566,0.972021,0.984359,0.808094,0.893863,0.548114,
375,0.933909,0.965825,0.981328,0.945808,0.972149,0.981391,0.876399,0.934129,0.706231,0.964189,0.981768,1,
376,0.951059,0.974916,0.981982,0.958616,0.978871,1,0.939077,0.968581,0.913282,0.949316,0.973999,0.968385,
377,0.819094,0.900551,0.686695,0.780807,0.876914,0.366559,0.880105,0.93623,0.817864,0.843401,0.915049,0.717902,
378,0.947521,0.973053,0.904256,0.952519,0.975682,1,0.888195,0.940787,0.747492,0.899337,0.947001,0.806894,
379,0.886925,0.940074,0.723425,0.945886,0.97219,0.995,0.887452,0.94037,0.747397,0.873521,0.932491,0.677047,
380,0.955412,0.977198,1,0.940259,0.96921,1,0.975286,0.987488,1,0.96174,0.980497,1,
381,0.965067,0.982223,0.958236,0.964595,0.981979,1,0.948024,0.973319,0.981535,0.975297,0.987494,1,
382,0,0,0,0.119896,0.214119,0.101171,0.756368,0.861287,0.201122,0,0,0,
383,0.944116,0.971255,0.955881,0.934651,0.966222,0.94571,0.937535,0.96776,0.870647,0.952734,0.975795,1,
384,0.911702,0.953812,0.784383,0.945505,0.971989,0.990074,0.967927,0.983702,1,0.932157,0.964888,0.888901,
385,0.937594,0.967792,0.977175,0.903098,0.949082,0.994409,0.929989,0.963725,1,0.923479,0.960217,0.994302,
386,0.957075,0.978067,1,0.964343,0.981848,1,0.962855,0.981076,1,0.947573,0.973081,0.961117,
387,0.971814,0.985706,1,0.979148,0.989464,1,0.94476,0.971595,1,0.953288,0.976085,1,
388,0.960663,0.979937,1,0.960617,0.979913,1,0.946423,0.972474,1,0.96771,0.98359,1,
389,0.951529,0.975163,1,0.929051,0.963221,0.914638,0.917214,0.95682,0.880504,0.943835,0.971106,1,
390,0.953461,0.976176,0.994911,0.956776,0.97791,1,0.918754,0.957657,0.830769,0.945257,0.971858,0.97959,
391,0.81237,0.896472,0.555545,0.798302,0.88784,0.580943,0.778236,0.87529,0.438108,0.777925,0.875093,0.516324,
392,0.968603,0.984051,1,0.967663,0.983566,1,0.968449,0.983972,1,0.946773,0.972659,0.96038,
393,0.913938,0.955034,0.919879,0.938697,0.968379,0.981614,0.935169,0.966499,0.90757,0.918638,0.957594,0.920732,
394,0.957353,0.978212,1,0.949328,0.974005,1,0.956291,0.977657,1,0.949442,0.974065,1,
395,0.937755,0.967878,0.970582,0.925293,0.961197,0.902913,0.928101,0.96271,0.980186,0.925115,0.961101,0.894359,
396,0.961907,0.980584,1,0.960628,0.979919,1,0.926151,0.96166,0.932023,0.945895,0.972195,1,
397,0.951836,0.975324,1,0.932353,0.964992,0.969069,0.929764,0.963604,0.984884,0.931726,0.964656,1,
398,0.926117,0.961641,0.892564,0.94764,0.973116,1,0.919941,0.958301,0.843142,0.94811,0.973364,1,
399,0.968734,0.984119,1,0.952752,0.975804,1,0.974479,0.987075,1,0.964885,0.982129,1,
400,0.957048,0.978053,1,0.945801,0.972146,1,0.950525,0.974635,1,0.943296,0.970821,0.961854,
401,0.935474,0.966661,0.931579,0.944877,0.971657,0.989389,0.919146,0.95787,0.906194,0.928022,0.962668,0.904923,
402,0.921145,0.958954,0.857227,0.913801,0.954959,0.886175,0.95249,0.975667,1,0.908538,0.952077,0.754515,
403,0.922967,0.95994,0.817601,0.915752,0.956023,0.834012,0.936301,0.967103,0.979286,0.927454,0.962362,0.824113,
404,0,0,0,0,0,0,0.535165,0.697208,0.09275,0,0,0,
405,0.971217,0.985399,1,0.968046,0.983764,1,0.960239,0.979716,1,0.966879,0.98316,1,
406,0.936989,0.96747,1,0.961308,0.980273,1,0.901081,0.947967,0.972592,0.950899,0.974832,0.994459,
407,0.970517,0.985038,1,0.962559,0.980922,1,0.874243,0.932902,0.640794,0.953607,0.976252,1,
408,0.95959,0.979378,1,0.939927,0.969034,0.985197,0.861394,0.925537,0.622162,0.864008,0.927043,0.706146,
409,0.950574,0.974661,1,0.968705,0.984104,1,0.948441,0.973538,0.995444,0.936024,0.966955,0.963952,
410,0.946888,0.97272,1,0.965097,0.982239,1,0.91018,0.952978,0.973261,0.950408,0.974573,1,
411,0.869615,0.930261,0.67456,0.911751,0.953839,0.761326,0.860942,0.925275,0.61851,0.834112,0.909554,0.588162,
412,0.913059,0.954554,0.895792,0.923784,0.960382,0.989101,0.909582,0.95265,0.939891,0.928621,0.96299,0.917127,
413,0.949832,0.974271,1,0.964972,0.982174,1,0.898923,0.946771,0.837706,0.946409,0.972467,0.982749,
414,0.935391,0.966617,1,0.955532,0.977261,1,0.892479,0.943185,0.901937,0.927005,0.96212,0.992629,
415,0.95036,0.974548,1,0.953459,0.976175,0.966744,0.88231,0.937476,0.757685,0.947919,0.973263,0.971692,
416,0.916621,0.956497,0.865437,0.933078,0.965381,1,0.933789,0.965761,0.898528,0.881971,0.937284,0.738244,
417,0.961267,0.980251,1,0.966169,0.982793,1,0.926747,0.961981,0.963248,0.945348,0.971907,0.916443,
418,0.955065,0.977016,1,0.932642,0.965147,0.929433,0.958723,0.978926,1,0.962619,0.980954,1,
419,0.954981,0.976972,1,0.932471,0.965056,1,0.906174,0.950778,0.893808,0.883054,0.937895,0.779627,
420,0.969266,0.984393,1,0.969231,0.984375,1,0.920859,0.958799,0.973324,0.959547,0.979356,1,
421,0.929923,0.963689,0.959287,0.892154,0.943004,0.8,0.928571,0.962963,1,0.933432,0.96557,0.989822,
422,0.848887,0.918268,0.682209,0.916056,0.956189,0.855125,0.800359,0.88911,0.410752,0.918919,0.957746,0.851827,
423,0.901053,0.947952,0.88295,0.921502,0.959147,0.894276,0.938964,0.968522,1,0.920653,0.958687,0.960083,
424,0.970287,0.984919,1,0.964226,0.981787,1,0.95498,0.976971,1,0.95859,0.978857,1,
425,0.9227,0.959796,0.888302,0.90096,0.9479,0.684457,0.935475,0.966662,0.945112,0.917805,0.957141,0.848824,
426,0.923903,0.960447,0.979433,0.920997,0.958874,0.916456,0.871152,0.93114,0.778683,0.911411,0.953653,0.994922,
427,0.954027,0.976473,1,0.966148,0.982783,1,0.945304,0.971883,1,0.95149,0.975142,1,
428,0.922769,0.959833,1,0.939358,0.968731,1,0.92678,0.961999,1,0.948929,0.973795,1,
429,0.959492,0.979327,1,0.932016,0.964812,0.951323,0.922651,0.959769,0.901939,0.928079,0.962698,0.943601,
430,0.930645,0.964077,0.882883,0.961817,0.980537,1,0.928858,0.963117,0.9375,0.948735,0.973693,0.986454,
431,0.970399,0.984977,1,0.962371,0.980825,1,0.96323,0.98127,1,0.971809,0.985703,1,
432,0.803858,0.891265,0.335937,0.817788,0.899762,0.371796,0.845513,0.916291,0.560707,0.821255,0.901856,0.477615,
433,0.938525,0.968288,0.952126,0.938148,0.968087,0.941641,0.947085,0.972823,1,0.954126,0.976524,0.957446,
434,0.840144,0.913129,0.750897,0.875143,0.933415,0.655723,0.953212,0.976046,1,0.861268,0.925464,0.71293,
435,0.905212,0.950248,0.906781,0.927282,0.962269,1,0.931026,0.964281,0.981349,0.892909,0.943425,0.770446,
436,0.952314,0.975575,1,0.947515,0.97305,1,0.964927,0.982151,1,0.96603,0.982722,1,
437,0.891801,0.942807,0.720135,0.914485,0.955332,0.929459,0.8971,0.945759,0.78636,0.897822,0.946161,0.819881,
438,0.843564,0.915145,0.603255,0.875584,0.933665,0.709494,0.898317,0.946435,0.791938,0.844394,0.915633,0.72974,
439,0.949013,0.973839,0.990719,0.960813,0.980015,0.993124,0.890926,0.942317,0.730721,0.966131,0.982774,1,
440,0.949596,0.974146,0.99511,0.951286,0.975035,1,0.940022,0.969084,1,0.950147,0.974436,1,
441,0.973362,0.986501,1,0.937984,0.968,0.914058,0.933177,0.965434,0.918072,0.965864,0.982636,1,
442,0.959061,0.979103,1,0.97333,0.986485,1,0.952264,0.975549,0.986122,0.963141,0.981224,1,
443,0.839073,0.912495,0.677377,0.879986,0.936162,0.761289,0.944444,0.971429,1,0.857384,0.923217,0.649754,
444,0.941849,0.970054,0.967213,0.954043,0.976481,1,0.931161,0.964353,0.972782,0.945608,0.972044,1,
445,0.927208,0.962229,0.989189,0.904808,0.950025,0.923625,0.916263,0.956302,0.896923,0.901942,0.948443,0.945345,
446,0.916229,0.956284,0.75716,0.919543,0.958085,0.825112,0.872289,0.931789,0.549813,0.921525,0.95916,0.865149,
447,0.93556,0.966707,0.961676,0.920952,0.958849,0.942649,0.949251,0.973965,1,0.944343,0.971375,1,
448,0.938497,0.968273,0.947619,0.978393,0.989079,1,0.923431,0.960191,0.89356,0.953477,0.976184,1,
449,0.963809,0.981571,1,0.976254,0.987984,1,0.93474,0.96627,1,0.956121,0.977568,0.953226,
450,0.940949,0.969576,1,0.924419,0.960725,1,0.927831,0.962565,0.980638,0.962244,0.980759,1,
451,0.963063,0.981184,1,0.95519,0.977082,1,0.967934,0.983706,1,0.975074,0.98738,1,
452,0.94411,0.971252,1,0.963171,0.98124,1,0.959539,0.979352,1,0.963106,0.981206,1,
453,0.947438,0.973009,1,0.891706,0.942753,0.80198,0.872855,0.932112,0.732752,0.889842,0.94171,0.800075,
454,0.952478,0.975661,1,0.917912,0.957199,0.805258,0.956231,0.977626,1,0.958186,0.978646,1,
455,0.936096,0.966993,0.970889,0.962691,0.980991,1,0.924731,0.960894,1,0.949407,0.974047,1,
456,0.959565,0.979365,1,0.950533,0.974639,1,0.926382,0.961784,0.914761,0.962127,0.980698,1,
457,0.950847,0.974804,0.950049,0.937958,0.967986,0.950582,0.937937,0.967975,0.959183,0.958949,0.979044,0.963759,
458,0.939413,0.96876,0.935971,0.939543,0.96883,0.944378,0.897808,0.946153,0.819927,0.937655,0.967825,0.94168,
459,0.898658,0.946625,0.730365,0.882786,0.937745,0.637413,0.869979,0.930469,0.592496,0.921882,0.959354,0.873861,
460,0.952355,0.975596,1,0.924274,0.960647,1,0.96248,0.980881,1,0.934352,0.966062,0.980244,
461,0.934538,0.966161,0.911602,0.919806,0.958228,0.877202,0.937139,0.96755,1,0.906777,0.95111,0.816721,
462,0.949598,0.974148,1,0.958242,0.978676,1,0.946494,0.972512,1,0.956361,0.977694,1,
463,0.9086,0.952112,0.925023,0.910412,0.953106,0.866717,0.884338,0.938619,0.718367,0.924828,0.960946,0.943501,
464,0.94417,0.971283,1,0.929487,0.963455,0.969543,0.935239,0.966536,0.974617,0.944785,0.971609,1,
465,0.951106,0.97494,1,0.970084,0.984815,1,0.857036,0.923015,0.628607,0.958926,0.979032,1,
466,0.927694,0.962491,0.877836,0.896965,0.945684,0.732323,0.894621,0.94438,0.775485,0.918489,0.957513,0.893401,
467,0.95378,0.976343,1,0.952637,0.975744,1,0.925243,0.96117,0.967204,0.953621,0.97626,1,
468,0.907687,0.95161,0.866116,0.867624,0.92912,0.648769,0.891583,0.942685,0.840539,0.882638,0.937661,0.780914,
469,0.969423,0.984474,1,0.966012,0.982712,1,0.919504,0.958064,0.878506,0.949929,0.974322,0.985111,
470,0.93449,0.966136,0.89,0.884939,0.938958,0.733659,0.914864,0.955539,0.793963,0.944352,0.97138,1,
