image_id,unetpp_prnu_illum_iou,unetpp_prnu_freq_iou,unetpp_freq_illum_iou,unetpp_all_iou,attenunet_prnu_illum_iou,attenunet_prnu_freq_iou,attenunet_freq_illum_iou,attenunet_all_iou,ensemble_prnu_illum_iou,ensemble_prnu_freq_iou,ensemble_freq_illum_iou,ensemble_all_iou
301,0.969707,0.964501,0.946487,0.959505,0.966978,0.956262,0.957933,0.97372,0.974942,0.965621,0.953435,0.975782
302,0.897332,0.90852,0.89556,0.861903,0.941834,0.93061,0.956541,0.892388,0.934145,0.921534,0.940104,0.886453
303,0.950452,0.952519,0.924561,0.949477,0.941702,0.942755,0.926573,0.941533,0.946422,0.949819,0.92802,0.949658
304,0.968918,0.968301,0.939276,0.974466,0.951256,0.976319,0.951416,0.966282,0.963827,0.973621,0.945042,0.977672
305,0.967842,0.966055,0.904777,0.960468,0.970238,0.964931,0.948021,0.961379,0.976647,0.97634,0.92626,0.962759
306,0.949231,0.937572,0.933409,0.952034,0.962095,0.949464,0.94941,0.931481,0.960296,0.943592,0.941109,0.942029
307,0.971781,0.972849,0.964664,0.975673,0.970135,0.984943,0.952726,0.972665,0.975402,0.982617,0.964834,0.976291
308,0.961977,0.962925,0.962311,0.959932,0.965411,0.937729,0.951573,0.944649,0.96832,0.955518,0.964222,0.950609
309,0.957999,0.957384,0.886525,0.966667,0.941198,0.953795,0.920084,0.939177,0.947977,0.954912,0.902062,0.956966
310,0.937189,0.944509,0.819078,0.926903,0.933257,0.93379,0.878389,0.926662,0.935619,0.936617,0.859865,0.933207
311,0.957938,0.960211,0.920233,0.965332,0.936412,0.943685,0.955429,0.930186,0.948791,0.952651,0.937698,0.941271
312,0.936722,0.934327,0.940063,0.939566,0.94917,0.940262,0.953472,0.956522,0.945706,0.943932,0.951675,0.954513
313,0.945524,0.954138,0.918305,0.952921,0.94035,0.940062,0.855773,0.957586,0.94071,0.94962,0.907294,0.956941
314,0.943657,0.938887,0.737598,0.963921,0.945294,0.96129,0.729046,0.930824,0.946459,0.954669,0.744099,0.955442
315,0.940672,0.948288,0.965917,0.97337,0.974888,0.945337,0.963839,0.965057,0.961829,0.947045,0.966349,0.975317
316,0.957696,0.955244,0.947581,0.954751,0.952639,0.940198,0.93318,0.935128,0.958465,0.948602,0.956561,0.946357
317,0.96493,0.957346,0.884171,0.970746,0.948527,0.954592,0.880572,0.954346,0.964587,0.961264,0.885675,0.972222
318,0.967191,0.967088,0.957412,0.957867,0.949103,0.962434,0.950083,0.94903,0.967186,0.973271,0.959325,0.964935
319,0.9494,0.967,0.909202,0.937712,0.953959,0.935807,0.958904,0.947095,0.950236,0.954545,0.928393,0.945853
320,0.94375,0.933886,0.940101,0.947114,0.95258,0.945446,0.929437,0.935462,0.956897,0.941057,0.945268,0.94603
321,0.903131,0.94826,0.860202,0.957496,0.952747,0.951921,0.872933,0.956989,0.935128,0.954936,0.868476,0.962729
322,0.848987,0.856226,0.885663,0.850554,0.853632,0.873525,0.910218,0.829801,0.853981,0.866016,0.899932,0.838816
323,0.925829,0.932044,0.945565,0.91891,0.930444,0.958819,0.885363,0.901529,0.933032,0.952246,0.920804,0.914661
324,0.952205,0.928725,0.941531,0.947828,0.931999,0.946309,0.925926,0.927763,0.941004,0.941289,0.934537,0.936232
325,0.902003,0.943372,0.819217,0.927146,0.926222,0.920639,0.759847,0.956147,0.915558,0.938163,0.788634,0.942807
326,0.963686,0.956844,0.918478,0.941942,0.936193,0.963178,0.948911,0.948542,0.958299,0.9624,0.930788,0.944444
327,0.96213,0.972802,0.965821,0.954895,0.963716,0.955525,0.963225,0.96452,0.962881,0.968285,0.973055,0.961602
328,0.943415,0.955728,0.942761,0.938659,0.958488,0.978364,0.92472,0.951129,0.953088,0.967535,0.939322,0.949341
329,0.964306,0.959565,0.914607,0.952091,0.949319,0.95156,0.913485,0.949283,0.960508,0.961613,0.916094,0.948109
330,0.97127,0.963151,0.958665,0.97915,0.973621,0.964181,0.919027,0.953867,0.978723,0.963933,0.936907,0.967095
331,0.923132,0.938903,0.903363,0.915121,0.904831,0.931009,0.902697,0.908481,0.925416,0.935649,0.908207,0.909636
332,0.932574,0.956256,0.949218,0.937669,0.947695,0.952078,0.930175,0.901503,0.948638,0.957568,0.948706,0.919551
333,0.948712,0.956512,0.958212,0.953592,0.955361,0.939888,0.920234,0.949865,0.954892,0.949183,0.946718,0.953801
334,0.926614,0.916811,0.922339,0.881562,0.901612,0.935354,0.96031,0.911573,0.905394,0.923784,0.944692,0.9
335,0.936056,0.926433,0.943727,0.941454,0.94866,0.945232,0.940415,0.914268,0.94293,0.937041,0.947111,0.937362
336,0.949902,0.950101,0.90559,0.957398,0.929163,0.952941,0.916667,0.952965,0.947507,0.957432,0.912116,0.958292
337,0.954887,0.924721,0.918231,0.929098,0.934882,0.937268,0.943408,0.935413,0.945337,0.928484,0.931553,0.933767
338,0.940963,0.943913,0.899508,0.942333,0.951767,0.92381,0.928535,0.93266,0.950026,0.936483,0.924133,0.938099
339,0.964007,0.969435,0.927953,0.956052,0.949457,0.964629,0.93025,0.972669,0.962035,0.966024,0.941367,0.969043
340,0.949389,0.957431,0.947712,0.943644,0.956468,0.963351,0.955969,0.959067,0.955611,0.962843,0.953738,0.953055
341,0.948903,0.920863,0.845117,0.936423,0.888965,0.930868,0.858352,0.943151,0.910659,0.928123,0.852954,0.941421
342,0.923061,0.929437,0.836635,0.95051,0.934937,0.949787,0.804813,0.924768,0.932869,0.942365,0.820077,0.936454
343,0.961513,0.947525,0.962719,0.965769,0.957742,0.965744,0.961001,0.955012,0.959419,0.95913,0.967816,0.963763
344,0.974423,0.962676,0.949454,0.974267,0.969538,0.973495,0.948041,0.956894,0.976369,0.973713,0.952498,0.970621
345,0.855035,0.952904,0.828862,0.956412,0.933666,0.918374,0.855453,0.878906,0.880012,0.941748,0.841084,0.918811
346,0.953769,0.953451,0.949233,0.970029,0.967039,0.945241,0.936955,0.959481,0.964731,0.951393,0.946256,0.969374
347,0.956632,0.942002,0.940769,0.917571,0.954671,0.933388,0.940118,0.930943,0.958536,0.938674,0.943448,0.919903
348,0.922599,0.933654,0.904702,0.934141,0.915415,0.919115,0.873916,0.946738,0.926064,0.924468,0.895696,0.943834
349,0.918246,0.893629,0.894533,0.924333,0.912924,0.923202,0.846978,0.89989,0.918301,0.910646,0.876927,0.913412
350,0.898587,0.933036,0.932321,0.929054,0.942865,0.931735,0.921554,0.96191,0.915703,0.932775,0.928608,0.95004
351,0.966796,0.966762,0.905258,0.970053,0.956132,0.970431,0.897609,0.957457,0.962424,0.97538,0.915307,0.969799
352,0.961146,0.972034,0.944509,0.967499,0.948209,0.970155,0.930144,0.952196,0.958154,0.977182,0.941945,0.961523
353,0.9204,0.88323,0.954783,0.9193,0.947814,0.9171,0.9488,0.946852,0.931782,0.896374,0.952968,0.938808
354,0.971028,0.976482,0.964828,0.971327,0.971791,0.979798,0.955368,0.967386,0.973979,0.980274,0.964717,0.975616
355,0.916239,0.933678,0.921518,0.931148,0.931602,0.923204,0.913464,0.894285,0.929853,0.931229,0.919359,0.921951
356,0.95097,0.959641,0.931195,0.943512,0.943653,0.948822,0.938822,0.950922,0.951376,0.957192,0.938442,0.955508
357,0.944495,0.893341,0.914671,0.94588,0.958142,0.914203,0.945168,0.933793,0.953757,0.904913,0.938954,0.945823
358,0.932512,0.932015,0.900836,0.939422,0.947881,0.962114,0.911667,0.928396,0.940336,0.944115,0.908599,0.934816
359,0.892439,0.888741,0.860863,0.926537,0.907032,0.87616,0.87982,0.89251,0.899467,0.883493,0.870849,0.912216
360,0.970499,0.973375,0.928769,0.972776,0.973808,0.94287,0.946095,0.939136,0.976678,0.95907,0.937601,0.956067
361,0.951646,0.962362,0.890951,0.930572,0.944361,0.961051,0.92229,0.950448,0.949435,0.966472,0.913183,0.942671
362,0.966117,0.982205,0.962629,0.955347,0.958624,0.976158,0.934612,0.966358,0.965221,0.978826,0.948871,0.961806
363,0.85345,0.877076,0.878066,0.837004,0.85073,0.874713,0.796636,0.857304,0.852776,0.874483,0.833707,0.843459
364,0.960845,0.93634,0.96052,0.963418,0.954105,0.951001,0.937772,0.949231,0.95889,0.947978,0.950627,0.961262
365,0.940586,0.950422,0.930119,0.955334,0.953335,0.915418,0.934943,0.949787,0.955726,0.931631,0.938395,0.960805
366,0.944103,0.971092,0.967525,0.954957,0.946179,0.978098,0.94307,0.969632,0.960399,0.977784,0.957162,0.965067
367,0.962572,0.953663,0.925645,0.950357,0.942779,0.95633,0.910402,0.954015,0.964822,0.955488,0.921089,0.961604
368,0.940673,0.959987,0.923506,0.96205,0.968404,0.965237,0.929306,0.957646,0.954706,0.972332,0.931336,0.965271
369,0.958345,0.965646,0.950187,0.961538,0.946532,0.960057,0.918858,0.962297,0.962346,0.962708,0.937553,0.963779
370,0.937942,0.933829,0.930031,0.926484,0.938447,0.955858,0.917378,0.925891,0.939229,0.946545,0.92408,0.931188
371,0.971002,0.970036,0.94371,0.977076,0.961184,0.980596,0.936881,0.95874,0.968846,0.976117,0.941459,0.972587
372,0.947919,0.921208,0.92178,0.948886,0.923677,0.925731,0.905508,0.944614,0.935441,0.924528,0.914626,0.946716
373,0.9484,0.954746,0.956166,0.923797,0.959231,0.961949,0.914731,0.942894,0.953368,0.959104,0.94418,0.938968
374,0.794539,0.859977,0.952817,0.877085,0.793495,0.879391,0.945566,0.808094,0.794272,0.875959,0.950764,0.838902
375,0.957002,0.947679,0.890489,0.975117,0.933909,0.945808,0.876399,0.964189,0.952346,0.951613,0.884883,0.973567
376,0.957905,0.967314,0.941356,0.957323,0.951059,0.958616,0.939077,0.949316,0.954524,0.967445,0.94617,0.959145
377,0.782748,0.775316,0.81263,0.817507,0.819094,0.780807,0.880105,0.843401,0.793165,0.773684,0.849893,0.828947
378,0.921271,0.918033,0.889739,0.943797,0.947521,0.952519,0.888195,0.899337,0.933698,0.938466,0.88892,0.929255
379,0.915068,0.892455,0.894649,0.922515,0.886925,0.945886,0.887452,0.873521,0.921792,0.939096,0.893282,0.905889
380,0.961346,0.93404,0.955928,0.960909,0.955412,0.940259,0.975286,0.96174,0.966336,0.941457,0.972229,0.966737
381,0.953719,0.963899,0.941106,0.968571,0.965067,0.964595,0.948024,0.975297,0.960891,0.969375,0.944154,0.978099
382,0.775024,0.699826,0.851425,0.493643,0,0.119896,0.756368,0,0.617625,0.665761,0.823821,0.45094
383,0.936276,0.898647,0.942904,0.938657,0.944116,0.934651,0.937535,0.952734,0.946966,0.925661,0.938551,0.949283
384,0.940143,0.925615,0.971223,0.933406,0.911702,0.945505,0.967927,0.932157,0.927568,0.9361,0.972685,0.933931
385,0.913806,0.902518,0.914486,0.92268,0.937594,0.903098,0.929989,0.923479,0.930163,0.907742,0.929184,0.925678
386,0.946854,0.966328,0.942513,0.959742,0.957075,0.964343,0.962855,0.947573,0.952331,0.966106,0.959636,0.960359
387,0.966445,0.959288,0.931338,0.941558,0.971814,0.979148,0.94476,0.953288,0.968412,0.97281,0.941246,0.952183
388,0.962867,0.959278,0.954938,0.966864,0.960663,0.960617,0.946423,0.96771,0.96432,0.959593,0.953737,0.967594
389,0.928367,0.927017,0.916473,0.924027,0.951529,0.929051,0.917214,0.943835,0.937781,0.929555,0.920582,0.936599
390,0.954386,0.962325,0.920953,0.960058,0.953461,0.956776,0.918754,0.945257,0.957372,0.962314,0.918581,0.953637
391,0.787689,0.792729,0.66692,0.767092,0.81237,0.798302,0.778236,0.777925,0.800531,0.799772,0.755514,0.773617
392,0.967224,0.9625,0.964776,0.96603,0.968603,0.967663,0.968449,0.946773,0.973968,0.967158,0.974313,0.961385
393,0.947101,0.931107,0.941752,0.927891,0.913938,0.938697,0.935169,0.918638,0.933586,0.934718,0.935021,0.925741
394,0.947217,0.934042,0.94431,0.960578,0.957353,0.949328,0.956291,0.949442,0.957184,0.948494,0.951397,0.957083
395,0.941696,0.917227,0.957337,0.920848,0.937755,0.925293,0.928101,0.925115,0.940907,0.922748,0.945569,0.927955
396,0.955562,0.964116,0.892675,0.913811,0.961907,0.960628,0.926151,0.945895,0.961391,0.971189,0.903891,0.930688
397,0.932847,0.938989,0.893486,0.936705,0.951836,0.932353,0.929764,0.931726,0.944868,0.939748,0.922135,0.946221
398,0.944417,0.93693,0.904855,0.9633,0.926117,0.94764,0.919941,0.94811,0.936097,0.941872,0.917364,0.958539
399,0.945277,0.956256,0.975756,0.942758,0.968734,0.952752,0.974479,0.964885,0.959675,0.958217,0.977285,0.957619
400,0.935588,0.951613,0.957674,0.935532,0.957048,0.945801,0.950525,0.943296,0.956822,0.955851,0.95966,0.947322
401,0.946562,0.938241,0.944531,0.932466,0.935474,0.944877,0.919146,0.928022,0.946782,0.946646,0.939032,0.929365
402,0.930717,0.943469,0.924664,0.927798,0.921145,0.913801,0.95249,0.908538,0.927842,0.933757,0.937528,0.923094
403,0.922564,0.910369,0.929998,0.937219,0.922967,0.915752,0.936301,0.927454,0.923591,0.918577,0.937575,0.938242
404,0,0,0,0,0,0,0.535165,0,0,0,0.47714,0
405,0.951302,0.960315,0.964361,0.931071,0.971217,0.968046,0.960239,0.966879,0.964361,0.964857,0.964472,0.957041
406,0.945955,0.955867,0.877831,0.933898,0.936989,0.961308,0.901081,0.950899,0.93985,0.960337,0.887742,0.939911
407,0.956866,0.964657,0.890209,0.955276,0.970517,0.962559,0.874243,0.953607,0.97022,0.964782,0.892016,0.9626
408,0.926385,0.918114,0.851058,0.883556,0.95959,0.939927,0.861394,0.864008,0.94047,0.932297,0.857337,0.871841
409,0.950847,0.964252,0.91028,0.944186,0.950574,0.968705,0.948441,0.936024,0.954396,0.969312,0.937021,0.941992
410,0.950368,0.962731,0.925926,0.953586,0.946888,0.965097,0.91018,0.950408,0.945789,0.963097,0.923101,0.95145
411,0.929738,0.901471,0.866176,0.931301,0.869615,0.911751,0.860942,0.834112,0.910694,0.907557,0.87035,0.911904
412,0.931222,0,0.887551,0.930055,0.913059,0.923784,0.909582,0.928621,0.939759,0.910427,0.911082,0.929194
413,0.962165,0.965254,0.931517,0.929442,0.949832,0.964972,0.898923,0.946409,0.957963,0.968363,0.91969,0.944947
414,0.93252,0.93645,0.914114,0.947189,0.935391,0.955532,0.892479,0.927005,0.935332,0.948873,0.907929,0.939063
415,0.956755,0.938481,0.897895,0.932641,0.95036,0.953459,0.88231,0.947919,0.964349,0.947647,0.894647,0.947911
416,0.934718,0.892341,0.896561,0.899208,0.916621,0.933078,0.933789,0.881971,0.93448,0.911226,0.920604,0.896927
417,0.97313,0.970076,0.957401,0.968356,0.961267,0.966169,0.926747,0.945348,0.972052,0.970678,0.944649,0.966164
418,0.971104,0.952332,0.953494,0.957447,0.955065,0.932642,0.958723,0.962619,0.967876,0.949548,0.960401,0.963731
419,0.950213,0.899214,0.90595,0.911672,0.954981,0.932471,0.906174,0.883054,0.95648,0.916745,0.912264,0.903657
420,0.96221,0.971649,0.911181,0.95437,0.969266,0.969231,0.920859,0.959547,0.972392,0.972329,0.914394,0.959651
421,0.906296,0.911809,0.935532,0.915244,0.929923,0.892154,0.928571,0.933432,0.92855,0.90335,0.935188,0.92887
422,0.905877,0.925054,0.774274,0.927751,0.848887,0.916056,0.800359,0.918919,0.886792,0.922748,0.793905,0.928487
423,0.897965,0.920775,0.925292,0.911055,0.901053,0.921502,0.938964,0.920653,0.901726,0.920387,0.934657,0.919718
424,0.955075,0.961251,0.947802,0.966307,0.970287,0.964226,0.95498,0.95859,0.97019,0.974932,0.963524,0.969666
425,0.922898,0.910368,0.948406,0.921427,0.9227,0.90096,0.935475,0.917805,0.923554,0.908998,0.945469,0.923615
426,0.927427,0.917233,0.882851,0.925726,0.923903,0.920997,0.871152,0.911411,0.926625,0.924085,0.888632,0.918319
427,0.963782,0.966193,0.919689,0.956307,0.954027,0.966148,0.945304,0.95149,0.95846,0.968653,0.934255,0.955013
428,0.951082,0.950533,0.93972,0.925703,0.922769,0.939358,0.92678,0.948929,0.938318,0.945363,0.936121,0.937899
429,0.941008,0.942702,0.921274,0.935906,0.959492,0.932016,0.922651,0.928079,0.955967,0.940266,0.924424,0.933978
430,0.959686,0.938009,0.951148,0.950557,0.930645,0.961817,0.928858,0.948735,0.946325,0.951357,0.941626,0.953697
431,0.972855,0.953704,0.945385,0.96149,0.970399,0.962371,0.96323,0.971809,0.972244,0.958774,0.955327,0.97073
432,0.805472,0.832641,0.859766,0.797267,0.803858,0.817788,0.845513,0.821255,0.804866,0.823665,0.855385,0.804866
433,0.948996,0.941286,0.942594,0.956536,0.938525,0.938148,0.947085,0.954126,0.942089,0.943627,0.946349,0.958307
434,0.924138,0.917328,0.919703,0.887141,0.840144,0.875143,0.953212,0.861268,0.881329,0.906388,0.938539,0.878726
435,0.905762,0.88429,0.916769,0.904139,0.905212,0.927282,0.931026,0.892909,0.906083,0.910328,0.922907,0.898108
436,0.975021,0.956148,0.954328,0.954746,0.952314,0.947515,0.964927,0.96603,0.973027,0.956932,0.964225,0.960746
437,0.913164,0.871917,0.905158,0.923592,0.891801,0.914485,0.8971,0.897822,0.905571,0.903975,0.900778,0.908761
438,0.87334,0.896284,0.925095,0.886603,0.843564,0.875584,0.898317,0.844394,0.862109,0.889242,0.915693,0.860924
439,0.96821,0.955556,0.899107,0.950593,0.949013,0.960813,0.890926,0.966131,0.957011,0.960428,0.898676,0.962382
440,0.947298,0.945254,0.921311,0.947128,0.949596,0.951286,0.940022,0.950147,0.958008,0.952922,0.949218,0.950201
441,0.967819,0.944674,0.946116,0.942582,0.973362,0.937984,0.933177,0.965864,0.97386,0.943913,0.943994,0.954974
442,0.95826,0.949457,0.972723,0.956055,0.959061,0.97333,0.952264,0.963141,0.961693,0.971076,0.965056,0.960533
443,0.859746,0.940993,0.944927,0.929059,0.839073,0.879986,0.944444,0.857384,0.853123,0.926272,0.950352,0.905878
444,0.943565,0.961084,0.966828,0.929095,0.941849,0.954043,0.931161,0.945608,0.949711,0.958766,0.952769,0.937332
445,0.895244,0.914587,0.913989,0.919857,0.927208,0.904808,0.916263,0.901942,0.914277,0.911717,0.92229,0.914527
446,0.88561,0.910223,0.877515,0.91602,0.916229,0.919543,0.872289,0.921525,0.900065,0.922242,0.877033,0.921141
447,0.928842,0.92644,0.949443,0.926541,0.93556,0.920952,0.949251,0.944343,0.938833,0.927692,0.960347,0.935237
448,0.94285,0.937453,0.870607,0.96245,0.938497,0.978393,0.923431,0.953477,0.942433,0.968584,0.899343,0.959086
449,0.963535,0.963096,0.933397,0.975927,0.963809,0.976254,0.93474,0.956121,0.965826,0.973234,0.932753,0.976959
450,0.959521,0.869189,0.934692,0.949495,0.940949,0.924419,0.927831,0.962244,0.964614,0.883524,0.941748,0.95582
451,0.969533,0.965483,0.950261,0.96343,0.963063,0.95519,0.967934,0.975074,0.967117,0.96264,0.95994,0.974981
452,0.956754,0.965783,0.975819,0.974165,0.94411,0.963171,0.959539,0.963106,0.953236,0.965632,0.970778,0.973698
